,team,elo,from,to,league
6801,Arsenal,1958.52514648,2024-04-12,2024-04-14,ENG-Premier League
6802,Liverpool,1937.83508301,2024-04-12,2024-04-14,ENG-Premier League
6803,Aston Villa,1828.63098145,2024-04-14,2024-04-14,ENG-Premier League
6804,Tottenham,1824.91687012,2024-04-14,2024-04-17,ENG-Premier League
6805,Newcastle,1818.04467773,2024-04-14,2024-04-17,ENG-Premier League
6806,Man United,1799.70422363,2024-04-14,2024-04-17,ENG-Premier League
6807,West Ham,1780.01953125,2024-04-14,2024-04-14,ENG-Premier League
6808,Chelsea,1779.10070801,2024-04-14,2024-04-14,ENG-Premier League
6809,Brighton,1754.88171387,2024-04-14,2024-04-16,ENG-Premier League
6810,Brentford,1724.7388916,2024-04-14,2024-04-14,ENG-Premier League
6811,Wolves,1723.57495117,2024-04-14,2024-04-14,ENG-Premier League
6812,Fulham,1719.71569824,2024-04-13,2024-04-14,ENG-Premier League
6813,Bournemouth,1706.734375,2024-04-14,2024-04-15,ENG-Premier League
6814,Everton,1702.99499512,2024-04-14,2024-04-14,ENG-Premier League
6815,Crystal Palace,1685.828125,2024-04-12,2024-04-14,ENG-Premier League
6816,Forest,1661.40661621,2024-04-14,2024-04-17,ENG-Premier League
6817,Burnley,1629.41003418,2024-04-14,2024-04-14,ENG-Premier League
6818,Luton,1607.51696777,2024-04-14,2024-04-17,ENG-Premier League
6819,Sheffield United,1571.92932129,2024-04-14,2024-04-17,ENG-Premier League
6820,Man City,2050.41162109,2024-04-14,2024-04-17,ENG-Premier League
6821,Arsenal,1940.69628906,2024-04-15,2024-04-17,ENG-Premier League
6822,Liverpool,1922.76391602,2024-04-15,2024-04-17,ENG-Premier League
6823,Aston Villa,1846.45983887,2024-04-15,2024-04-16,ENG-Premier League
6824,Tottenham,1824.91687012,2024-04-14,2024-04-17,ENG-Premier League
6825,Newcastle,1818.04467773,2024-04-14,2024-04-17,ENG-Premier League
6826,Man United,1799.70422363,2024-04-14,2024-04-17,ENG-Premier League
6827,Chelsea,1779.10070801,2024-04-15,2024-04-15,ENG-Premier League
6828,West Ham,1764.64282227,2024-04-15,2024-04-16,ENG-Premier League
6829,Brighton,1754.88171387,2024-04-14,2024-04-16,ENG-Premier League
6830,Fulham,1735.0925293,2024-04-15,2024-04-16,ENG-Premier League
6831,Brentford,1724.7388916,2024-04-15,2024-04-16,ENG-Premier League
6832,Wolves,1723.57495117,2024-04-15,2024-04-16,ENG-Premier League
6833,Bournemouth,1706.734375,2024-04-14,2024-04-15,ENG-Premier League
6834,Everton,1702.99499512,2024-04-15,2024-04-15,ENG-Premier League
6835,Crystal Palace,1700.89929199,2024-04-15,2024-04-15,ENG-Premier League
6836,Forest,1661.40661621,2024-04-14,2024-04-17,ENG-Premier League
6837,Burnley,1629.41003418,2024-04-15,2024-04-16,ENG-Premier League
6838,Luton,1607.51696777,2024-04-14,2024-04-17,ENG-Premier League
6839,Sheffield United,1571.92932129,2024-04-14,2024-04-17,ENG-Premier League
6840,Man City,2038.49243164,2024-04-19,2024-04-25,ENG-Premier League
6841,Arsenal,1925.63964844,2024-04-19,2024-04-20,ENG-Premier League
6842,Liverpool,1917.16149902,2024-04-19,2024-04-21,ENG-Premier League
6843,Aston Villa,1833.86450195,2024-04-19,2024-04-21,ENG-Premier League
6844,Tottenham,1818.45495605,2024-04-19,2024-04-21,ENG-Premier League
6845,Newcastle,1811.58276367,2024-04-19,2024-04-24,ENG-Premier League
6846,Man United,1793.24230957,2024-04-19,2024-04-22,ENG-Premier League
6847,Chelsea,1784.75512695,2024-04-19,2024-04-21,ENG-Premier League
6848,West Ham,1756.27172852,2024-04-20,2024-04-21,ENG-Premier League
6849,Brighton,1748.41967773,2024-04-19,2024-04-25,ENG-Premier League
6850,Fulham,1728.63049316,2024-04-19,2024-04-20,ENG-Premier League
6851,Brentford,1718.27697754,2024-04-19,2024-04-20,ENG-Premier League
6852,Wolves,1717.11303711,2024-04-19,2024-04-20,ENG-Premier League
6853,Bournemouth,1700.27233887,2024-04-20,2024-04-20,ENG-Premier League
6854,Crystal Palace,1694.43737793,2024-04-20,2024-04-21,ENG-Premier League
6855,Everton,1684.41662598,2024-04-19,2024-04-21,ENG-Premier League
6856,Forest,1654.94470215,2024-04-19,2024-04-20,ENG-Premier League
6857,Burnley,1622.94799805,2024-04-19,2024-04-20,ENG-Premier League
6858,Luton,1601.05505371,2024-04-19,2024-04-20,ENG-Premier League
6859,Sheffield United,1565.46728516,2024-04-19,2024-04-20,ENG-Premier League
6860,Man City,2038.49243164,2024-04-19,2024-04-25,ENG-Premier League
6861,Arsenal,1931.65527344,2024-04-21,2024-04-23,ENG-Premier League
6862,Liverpool,1917.16149902,2024-04-19,2024-04-21,ENG-Premier League
6863,Aston Villa,1833.86450195,2024-04-19,2024-04-21,ENG-Premier League
6864,Tottenham,1818.45495605,2024-04-19,2024-04-21,ENG-Premier League
6865,Newcastle,1811.58276367,2024-04-19,2024-04-24,ENG-Premier League
6866,Man United,1793.24230957,2024-04-19,2024-04-22,ENG-Premier League
6867,Chelsea,1784.75512695,2024-04-19,2024-04-21,ENG-Premier League
6868,West Ham,1756.27172852,2024-04-20,2024-04-21,ENG-Premier League
6869,Brighton,1748.41967773,2024-04-19,2024-04-25,ENG-Premier League
6870,Brentford,1730.83776855,2024-04-21,2024-04-24,ENG-Premier League
6871,Fulham,1728.63049316,2024-04-21,2024-04-21,ENG-Premier League
6872,Wolves,1711.09741211,2024-04-21,2024-04-24,ENG-Premier League
6873,Bournemouth,1700.27233887,2024-04-21,2024-04-21,ENG-Premier League
6874,Crystal Palace,1694.43737793,2024-04-20,2024-04-21,ENG-Premier League
6875,Everton,1684.41662598,2024-04-19,2024-04-21,ENG-Premier League
6876,Forest,1654.94470215,2024-04-21,2024-04-21,ENG-Premier League
6877,Burnley,1636.64038086,2024-04-21,2024-04-26,ENG-Premier League
6878,Luton,1588.49414062,2024-04-21,2024-04-27,ENG-Premier League
6879,Sheffield United,1551.77490234,2024-04-21,2024-04-24,ENG-Premier League
6880,Man City,2038.49243164,2024-04-19,2024-04-25,ENG-Premier League
6881,Arsenal,1931.65527344,2024-04-21,2024-04-23,ENG-Premier League
6882,Liverpool,1923.60131836,2024-04-22,2024-04-24,ENG-Premier League
6883,Aston Villa,1839.08874512,2024-04-23,2024-04-27,ENG-Premier League
6884,Tottenham,1818.45495605,2024-04-22,2024-04-27,ENG-Premier League
6885,Newcastle,1811.58276367,2024-04-19,2024-04-24,ENG-Premier League
6886,Man United,1793.24230957,2024-04-23,2024-04-24,ENG-Premier League
6887,Chelsea,1784.75512695,2024-04-23,2024-04-23,ENG-Premier League
6888,Brighton,1748.41967773,2024-04-19,2024-04-25,ENG-Premier League
6889,West Ham,1741.86962891,2024-04-22,2024-04-27,ENG-Premier League
6890,Brentford,1730.83776855,2024-04-21,2024-04-24,ENG-Premier League
6891,Fulham,1722.19067383,2024-04-22,2024-04-27,ENG-Premier League
6892,Wolves,1711.09741211,2024-04-21,2024-04-24,ENG-Premier League
6893,Crystal Palace,1708.83947754,2024-04-22,2024-04-24,ENG-Premier League
6894,Bournemouth,1695.0480957,2024-04-22,2024-04-24,ENG-Premier League
6895,Everton,1692.98144531,2024-04-23,2024-04-24,ENG-Premier League
6896,Forest,1646.37988281,2024-04-22,2024-04-26,ENG-Premier League
6897,Burnley,1636.64038086,2024-04-21,2024-04-26,ENG-Premier League
6898,Luton,1588.49414062,2024-04-21,2024-04-27,ENG-Premier League
6899,Sheffield United,1551.77490234,2024-04-21,2024-04-24,ENG-Premier League
6900,Man City,2038.49243164,2024-04-19,2024-04-25,ENG-Premier League
6901,Arsenal,1939.359375,2024-04-24,2024-04-27,ENG-Premier League
6902,Liverpool,1923.60131836,2024-04-22,2024-04-24,ENG-Premier League
6903,Aston Villa,1839.08874512,2024-04-23,2024-04-27,ENG-Premier League
6904,Tottenham,1818.45495605,2024-04-22,2024-04-27,ENG-Premier League
6905,Newcastle,1811.58276367,2024-04-19,2024-04-24,ENG-Premier League
6906,Man United,1793.24230957,2024-04-23,2024-04-24,ENG-Premier League
6907,Chelsea,1777.05102539,2024-04-24,2024-04-27,ENG-Premier League
6908,Brighton,1748.41967773,2024-04-19,2024-04-25,ENG-Premier League
6909,West Ham,1741.86962891,2024-04-22,2024-04-27,ENG-Premier League
6910,Brentford,1730.83776855,2024-04-21,2024-04-24,ENG-Premier League
6911,Fulham,1722.19067383,2024-04-22,2024-04-27,ENG-Premier League
6912,Wolves,1711.09741211,2024-04-21,2024-04-24,ENG-Premier League
6913,Crystal Palace,1708.83947754,2024-04-22,2024-04-24,ENG-Premier League
6914,Bournemouth,1695.0480957,2024-04-22,2024-04-24,ENG-Premier League
6915,Everton,1692.98144531,2024-04-23,2024-04-24,ENG-Premier League
6916,Forest,1646.37988281,2024-04-22,2024-04-26,ENG-Premier League
6917,Burnley,1636.64038086,2024-04-21,2024-04-26,ENG-Premier League
6918,Luton,1588.49414062,2024-04-21,2024-04-27,ENG-Premier League
6919,Sheffield United,1551.77490234,2024-04-21,2024-04-24,ENG-Premier League
6920,Man City,2038.49243164,2024-04-19,2024-04-25,ENG-Premier League
6921,Arsenal,1939.359375,2024-04-24,2024-04-27,ENG-Premier League
6922,Liverpool,1905.78405762,2024-04-25,2024-04-27,ENG-Premier League
6923,Aston Villa,1839.08874512,2024-04-23,2024-04-27,ENG-Premier League
6924,Tottenham,1818.45495605,2024-04-22,2024-04-27,ENG-Premier League
6925,Newcastle,1798.60559082,2024-04-25,2024-04-27,ENG-Premier League
6926,Man United,1796.22485352,2024-04-25,2024-04-25,ENG-Premier League
6927,Chelsea,1777.05102539,2024-04-24,2024-04-27,ENG-Premier League
6928,Brighton,1748.41967773,2024-04-19,2024-04-25,ENG-Premier League
6929,West Ham,1741.86962891,2024-04-22,2024-04-27,ENG-Premier League
6930,Brentford,1730.83776855,2024-04-25,2024-04-27,ENG-Premier League
6931,Fulham,1722.19067383,2024-04-22,2024-04-27,ENG-Premier League
6932,Crystal Palace,1721.81665039,2024-04-25,2024-04-27,ENG-Premier League
6933,Everton,1710.79870605,2024-04-25,2024-04-27,ENG-Premier League
6934,Bournemouth,1704.8067627,2024-04-25,2024-04-27,ENG-Premier League
6935,Wolves,1701.33874512,2024-04-25,2024-04-27,ENG-Premier League
6936,Forest,1646.37988281,2024-04-22,2024-04-26,ENG-Premier League
6937,Burnley,1636.64038086,2024-04-21,2024-04-26,ENG-Premier League
6938,Luton,1588.49414062,2024-04-21,2024-04-27,ENG-Premier League
6939,Sheffield United,1548.7923584,2024-04-25,2024-04-27,ENG-Premier League
6940,Man City,2044.12402344,2024-04-26,2024-04-28,ENG-Premier League
6941,Arsenal,1939.359375,2024-04-24,2024-04-27,ENG-Premier League
6942,Liverpool,1905.78405762,2024-04-25,2024-04-27,ENG-Premier League
6943,Aston Villa,1839.08874512,2024-04-23,2024-04-27,ENG-Premier League
6944,Tottenham,1818.45495605,2024-04-22,2024-04-27,ENG-Premier League
6945,Newcastle,1798.60559082,2024-04-25,2024-04-27,ENG-Premier League
6946,Man United,1796.22485352,2024-04-26,2024-04-27,ENG-Premier League
6947,Chelsea,1777.05102539,2024-04-24,2024-04-27,ENG-Premier League
6948,Brighton,1742.78808594,2024-04-26,2024-04-27,ENG-Premier League
6949,West Ham,1741.86962891,2024-04-22,2024-04-27,ENG-Premier League
6950,Brentford,1730.83776855,2024-04-25,2024-04-27,ENG-Premier League
6951,Fulham,1722.19067383,2024-04-22,2024-04-27,ENG-Premier League
6952,Crystal Palace,1721.81665039,2024-04-25,2024-04-27,ENG-Premier League
6953,Everton,1710.79870605,2024-04-25,2024-04-27,ENG-Premier League
6954,Bournemouth,1704.8067627,2024-04-25,2024-04-27,ENG-Premier League
6955,Wolves,1701.33874512,2024-04-25,2024-04-27,ENG-Premier League
6956,Forest,1646.37988281,2024-04-27,2024-04-28,ENG-Premier League
6957,Burnley,1636.64038086,2024-04-27,2024-04-27,ENG-Premier League
6958,Luton,1588.49414062,2024-04-21,2024-04-27,ENG-Premier League
6959,Sheffield United,1548.7923584,2024-04-25,2024-04-27,ENG-Premier League
6960,Man City,2044.12402344,2024-04-26,2024-04-28,ENG-Premier League
6961,Arsenal,1939.359375,2024-04-28,2024-04-28,ENG-Premier League
6962,Liverpool,1902.7364502,2024-04-28,2024-05-02,ENG-Premier League
6963,Aston Villa,1835.85351562,2024-04-28,2024-05-02,ENG-Premier League
6964,Tottenham,1818.45495605,2024-04-28,2024-04-28,ENG-Premier League
6965,Newcastle,1802.54431152,2024-04-28,2024-05-02,ENG-Premier League
6966,Man United,1790.73913574,2024-04-28,2024-05-02,ENG-Premier League
6967,Chelsea,1780.28637695,2024-04-28,2024-05-02,ENG-Premier League
6968,West Ham,1744.91723633,2024-04-28,2024-05-02,ENG-Premier League
6969,Brighton,1742.78808594,2024-04-28,2024-04-28,ENG-Premier League
6970,Brentford,1723.67419434,2024-04-28,2024-04-28,ENG-Premier League
6971,Crystal Palace,1723.38464355,2024-04-28,2024-04-28,ENG-Premier League
6972,Fulham,1720.62280273,2024-04-28,2024-04-28,ENG-Premier League
6973,Everton,1717.96228027,2024-04-28,2024-05-02,ENG-Premier League
6974,Wolves,1705.41467285,2024-04-28,2024-04-28,ENG-Premier League
6975,Bournemouth,1704.8067627,2024-04-28,2024-04-28,ENG-Premier League
6976,Forest,1646.37988281,2024-04-27,2024-04-28,ENG-Premier League
6977,Burnley,1642.1262207,2024-04-28,2024-04-28,ENG-Premier League
6978,Luton,1584.41833496,2024-04-28,2024-05-02,ENG-Premier League
6979,Sheffield United,1544.8536377,2024-04-28,2024-05-02,ENG-Premier League
6980,Man City,2046.36425781,2024-04-29,2024-05-02,ENG-Premier League
6981,Arsenal,1945.48840332,2024-04-29,2024-05-02,ENG-Premier League
6982,Liverpool,1902.7364502,2024-04-28,2024-05-02,ENG-Premier League
6983,Aston Villa,1835.85351562,2024-04-28,2024-05-02,ENG-Premier League
6984,Tottenham,1812.32592773,2024-04-29,2024-05-02,ENG-Premier League
6985,Newcastle,1802.54431152,2024-04-28,2024-05-02,ENG-Premier League
6986,Man United,1790.73913574,2024-04-28,2024-05-02,ENG-Premier League
6987,Chelsea,1780.28637695,2024-04-28,2024-05-02,ENG-Premier League
6988,West Ham,1744.91723633,2024-04-28,2024-05-02,ENG-Premier League
6989,Brighton,1729.74035645,2024-04-29,2024-05-02,ENG-Premier League
6990,Brentford,1723.67419434,2024-04-29,2024-05-02,ENG-Premier League
6991,Crystal Palace,1723.38464355,2024-04-29,2024-05-02,ENG-Premier League
6992,Fulham,1720.62280273,2024-04-29,2024-05-02,ENG-Premier League
6993,Everton,1717.96228027,2024-04-28,2024-05-02,ENG-Premier League
6994,Bournemouth,1717.85437012,2024-04-29,2024-05-02,ENG-Premier League
6995,Wolves,1705.41467285,2024-04-29,2024-05-02,ENG-Premier League
6996,Forest,1644.13964844,2024-04-29,2024-05-02,ENG-Premier League
6997,Burnley,1642.1262207,2024-04-29,2024-05-02,ENG-Premier League
6998,Luton,1584.41833496,2024-04-28,2024-05-02,ENG-Premier League
6999,Sheffield United,1544.8536377,2024-04-28,2024-05-02,ENG-Premier League
7000,Man City,2041.11230469,2024-05-03,2024-05-04,ENG-Premier League
7001,Arsenal,1940.2364502,2024-05-03,2024-05-04,ENG-Premier League
7002,Liverpool,1897.48449707,2024-05-03,2024-05-05,ENG-Premier League
7003,Aston Villa,1813.35021973,2024-05-03,2024-05-05,ENG-Premier League
7004,Newcastle,1797.2923584,2024-05-03,2024-05-04,ENG-Premier League
7005,Tottenham,1796.82336426,2024-05-03,2024-05-04,ENG-Premier League
7006,Man United,1785.48718262,2024-05-03,2024-05-04,ENG-Premier League
7007,Chelsea,1785.28503418,2024-05-03,2024-05-04,ENG-Premier League
7008,West Ham,1739.6652832,2024-05-03,2024-05-05,ENG-Premier League
7009,Brighton,1724.48852539,2024-05-03,2024-05-03,ENG-Premier League
7010,Brentford,1718.42236328,2024-05-03,2024-05-04,ENG-Premier League
7011,Crystal Palace,1718.13269043,2024-05-03,2024-05-04,ENG-Premier League
7012,Fulham,1715.37084961,2024-05-03,2024-05-04,ENG-Premier League
7013,Everton,1712.71044922,2024-05-03,2024-05-03,ENG-Premier League
7014,Bournemouth,1712.60253906,2024-05-03,2024-05-03,ENG-Premier League
7015,Wolves,1700.16271973,2024-05-03,2024-05-04,ENG-Premier League
7016,Forest,1638.88781738,2024-05-03,2024-05-04,ENG-Premier League
7017,Burnley,1636.87426758,2024-05-03,2024-05-04,ENG-Premier League
7018,Luton,1579.16638184,2024-05-03,2024-05-03,ENG-Premier League
7019,Sheffield United,1539.60168457,2024-05-03,2024-05-04,ENG-Premier League
7020,Man City,2041.11230469,2024-05-03,2024-05-04,ENG-Premier League
7021,Arsenal,1940.2364502,2024-05-03,2024-05-04,ENG-Premier League
7022,Liverpool,1897.48449707,2024-05-03,2024-05-05,ENG-Premier League
7023,Aston Villa,1813.35021973,2024-05-03,2024-05-05,ENG-Premier League
7024,Newcastle,1797.2923584,2024-05-03,2024-05-04,ENG-Premier League
7025,Tottenham,1796.82336426,2024-05-03,2024-05-04,ENG-Premier League
7026,Man United,1785.48718262,2024-05-03,2024-05-04,ENG-Premier League
7027,Chelsea,1785.28503418,2024-05-03,2024-05-04,ENG-Premier League
7028,West Ham,1739.6652832,2024-05-03,2024-05-05,ENG-Premier League
7029,Brighton,1724.48852539,2024-05-04,2024-05-05,ENG-Premier League
7030,Brentford,1718.42236328,2024-05-03,2024-05-04,ENG-Premier League
7031,Crystal Palace,1718.13269043,2024-05-03,2024-05-04,ENG-Premier League
7032,Fulham,1715.37084961,2024-05-03,2024-05-04,ENG-Premier League
7033,Bournemouth,1712.60253906,2024-05-04,2024-05-04,ENG-Premier League
7034,Everton,1710.49645996,2024-05-04,2024-05-06,ENG-Premier League
7035,Wolves,1700.16271973,2024-05-03,2024-05-04,ENG-Premier League
7036,Forest,1638.88781738,2024-05-03,2024-05-04,ENG-Premier League
7037,Burnley,1636.87426758,2024-05-03,2024-05-04,ENG-Premier League
7038,Luton,1581.38024902,2024-05-04,2024-05-09,ENG-Premier League
7039,Sheffield United,1539.60168457,2024-05-03,2024-05-04,ENG-Premier League
7040,Man City,2043.50134277,2024-05-05,2024-05-09,ENG-Premier League
7041,Arsenal,1944.1217041,2024-05-05,2024-05-07,ENG-Premier League
7042,Liverpool,1897.48449707,2024-05-03,2024-05-05,ENG-Premier League
7043,Aston Villa,1813.35021973,2024-05-03,2024-05-05,ENG-Premier League
7044,Newcastle,1806.48522949,2024-05-05,2024-05-05,ENG-Premier League
7045,Tottenham,1796.82336426,2024-05-05,2024-05-05,ENG-Premier League
7046,Man United,1785.48718262,2024-05-05,2024-05-06,ENG-Premier League
7047,Chelsea,1785.28503418,2024-05-05,2024-05-05,ENG-Premier League
7048,West Ham,1739.6652832,2024-05-03,2024-05-05,ENG-Premier League
7049,Brighton,1724.48852539,2024-05-04,2024-05-05,ENG-Premier League
7050,Crystal Palace,1718.13269043,2024-05-05,2024-05-05,ENG-Premier League
7051,Fulham,1717.0402832,2024-05-05,2024-05-05,ENG-Premier League
7052,Brentford,1716.75292969,2024-05-05,2024-05-05,ENG-Premier League
7053,Everton,1710.49645996,2024-05-04,2024-05-06,ENG-Premier League
7054,Bournemouth,1708.71728516,2024-05-05,2024-05-06,ENG-Premier League
7055,Wolves,1697.77380371,2024-05-05,2024-05-05,ENG-Premier League
7056,Forest,1648.54016113,2024-05-05,2024-05-05,ENG-Premier League
7057,Burnley,1627.68139648,2024-05-05,2024-05-05,ENG-Premier League
7058,Luton,1581.38024902,2024-05-04,2024-05-09,ENG-Premier League
7059,Sheffield United,1529.94934082,2024-05-05,2024-05-09,ENG-Premier League
7060,Man City,2043.50134277,2024-05-05,2024-05-09,ENG-Premier League
7061,Arsenal,1944.1217041,2024-05-05,2024-05-07,ENG-Premier League
7062,Liverpool,1903.29663086,2024-05-06,2024-05-09,ENG-Premier League
7063,Newcastle,1806.48522949,2024-05-06,2024-05-09,ENG-Premier League
7064,Aston Villa,1804.43908691,2024-05-06,2024-05-07,ENG-Premier League
7065,Chelsea,1797.26098633,2024-05-06,2024-05-09,ENG-Premier League
7066,Tottenham,1791.01135254,2024-05-06,2024-05-06,ENG-Premier League
7067,Man United,1785.48718262,2024-05-05,2024-05-06,ENG-Premier League
7068,Brighton,1733.3996582,2024-05-06,2024-05-06,ENG-Premier League
7069,West Ham,1727.68945312,2024-05-06,2024-05-06,ENG-Premier League
7070,Crystal Palace,1718.13269043,2024-05-06,2024-05-06,ENG-Premier League
7071,Fulham,1717.0402832,2024-05-06,2024-05-08,ENG-Premier League
7072,Brentford,1716.75292969,2024-05-06,2024-05-08,ENG-Premier League
7073,Everton,1710.49645996,2024-05-04,2024-05-06,ENG-Premier League
7074,Bournemouth,1708.71728516,2024-05-05,2024-05-06,ENG-Premier League
7075,Wolves,1697.77380371,2024-05-06,2024-05-08,ENG-Premier League
